text,score
[Q] איפה זורחת השמש ואיפה שוקעת? [T] השמש זורחת במזרח ושוקעת במערב. [S] לא יודע.,0.0
[Q] איפה זורחת השמש ואיפה שוקעת? [T] השמש זורחת במזרח ושוקעת במערב. [S] השמש זורחת במזרח והשקיעה בצד השני.,1.0
[Q] איפה זורחת השמש ואיפה שוקעת? [T] השמש זורחת במזרח ושוקעת במערב. [S] השמש זורחת בצפון ושוקעת בדרום.,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב ויוצר יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב סביב עצמו גורם ליום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש מסתובבת סביב כדור הארץ,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] לא יודע,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב והשמש קבועה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב השמש,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] יום ולילה נוצרים בגלל סיבוב כדור הארץ,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב על צירו ויוצר יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב לאט,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ זז בשמיים,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זזה וגורמת ליום ולילה,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב והיום והלילה נוצרים,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב כדור הארץ על צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו וזה יוצר יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זורחת ושוקעת,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] יש אור וחושך בגלל סיבוב כדור הארץ,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו כל יום,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ זז,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זזה,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב ויוצר יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] יום ולילה נוצרים בגלל סיבוב,0.8
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב כדור הארץ על צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב השמש,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זורחת ושוקעת,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] אור וחושך מתחלפים,0.6
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב לאט,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב מהר,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם זז בשמיים,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] לא יודע,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ עומד במקום,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב יומי של כדור הארץ,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב ויוצר מחזור יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] יש יום ויש לילה בגלל תנועה,0.6
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו כל 24 שעות,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב ויוצר יום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב סביב עצמו,0.5
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ זז בשמיים,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זזה בשמיים,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב במהירות,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב לאט מדי,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב על צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זורחת ושוקעת,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] יום ולילה נגרמים מסיבוב הארץ,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] לא יודע,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] אור וחושך מתחלפים בגלל סיבוב,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב כל יום,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] תנועה של הארץ גורמת ליום ולילה,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב השמש,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ עומד במקום,0.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] הכדור מסתובב על עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם מסתובב במהירות,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] סיבוב כדור הארץ גורם ליום ולילה,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב צירו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] העולם מסתובב סביב עצמו,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ מסתובב,1.0
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] כדור הארץ זז,0.7
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] תנועה של כדור הארץ,0.8
[Q] מה גורם ליום ולילה? [T] סיבוב כדור הארץ סביב צירו. [S] השמש זזה,0.0
